f1p1,f1k1
f1p1,f1e3
f1p1,f1p2
f1p2,f1p3
f1p3,f1p4
f1p4,f1e1
f1p4,f1e2
f1p4,f1p5
f1p5,f1k2
f1p5,f1p6
f1p6,f1p7
f1p7,f1p8
f1p8,f1p9
f1p9,f1e4
f1k3,f1e4
f1k1,f2k1
f1k2,f2k2
f1k3,f2k3
f2p1,f2k1
f2p1,f2e2
f2p1,f2p2
f2p2,f2p3
f2p3,f2p4
f2p4,f2e1
f2p4,f2p5
f2p5,f2k2
f2p5,f2p6
f2p6,f2p7
f2p7,f2p8
f2p8,f2p9
f2p9,f2k3
